Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Tenés gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a enero 2018,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación lo que va del año?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,1,5,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular",QA / Tester,,,,Funcional,"HP LoadRunner, Selenium, Test Complete, Visual Studio Coded UI, Watir",,,,,Full-Time,32000,Neto,2,2,No,No recibo bono,Dos,26,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,3,1,0,Posgrado,Completado,Licenciatura en comercio internacional,"Sí, de forma particular",Developer,,Java,,,,,"Sí, pasiva",0,Bruto,Full-Time,32000,Neto,2,2,No,No recibo bono,Uno,11,11-50,No,No cambié de empresa,"Comidas pagas/subvencionadas, Laptop"
Hombre,27 - 30,Córdoba,1,Menos de un año,0,Universitario,En curso,Analista de Sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, NodeJS",,,,,No,0,Neto,Full-Time,32000,Bruto,3,2,No,No recibo bono,No,0,501-1000,Sí,Salario,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos"
Hombre,31 - 33,Córdoba,7,7,0,Terciario,Incompleto,Sistemas ,"Sí, de forma particular",Infosec,,,,,,,"Sí, pasiva",3000,Neto,Full-Time,32000,Neto,2,2,No,No recibo bono,Uno,7,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Laptop"
Hombre,34 - 36,Córdoba,10+,10+,14,Posgrado,Completado,Especialización en gestión y vinculación tecnológica perteneciente al programa de formación de gerentes y vinculadores tecnológicos del Ministerio de Ciencia Tecnologia e innovación productiva de la nación,"Sí, de forma particular",Networking,,,,,,,No,0,Bruto,Full-Time,32000,Bruto,4,3,Un sueldo,Mix de las anteriores,No,0,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Córdoba,3,Menos de un año,0,Universitario,En curso,Ingeniera en Sistemas,"Sí, de forma particular",Designer,,,,,,,,,,Freelance,32000,Neto,3,2,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,WFH (Trabajar desde casa)
Hombre,27 - 30,Córdoba,3,3,0,Universitario,Completado,Ingeniería en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,32000,Bruto,3,1,No,No recibo bono,Dos,20,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Masajes, Playroom, Viajes al exterior"
Hombre,24 - 26,Corrientes,6,6,0,Universitario,Incompleto,Licenciatura en sistemas de informacion,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,32000,Neto,3,4,Menos de un sueldo,Mix de las anteriores,Dos,28,11-50,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas"
Hombre,37 - 40,GBA,10+,10+,0,Universitario,Completado,Analista Programador,"Sí, de forma particular",Developer,,".NET, HTML, Visual FoxPro",,,,,No,0,Neto,Full-Time,32000,Neto,3,2,No,No recibo bono,Uno,18,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,GBA,10+,10+,0,Secundario,Completado,,"Sí, de forma particular",Administrativo,,,,,,,,,,Full-Time,32000,Neto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguno8
Hombre,31 - 33,GBA,10+,10+,0,Universitario,En curso,Ingeniería en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Windows, VMWare",N/a,,,,,"Sí, pasiva",7000,Neto,Full-Time,32000,Neto,2,1,Menos de un sueldo,Mix de las anteriores,Uno,8,2001-5000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Stock options / Shares, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,34 - 36,Provincia de Buenos Aires,10+,Menos de un año,0,Universitario,Completado,Licenciatura en Informática,"Sí, de forma particular",Analista Funcional,,,,,,,,,,Full-Time,32000,Bruto,3,4,No,No recibo bono,Dos,15,11-50,Sí,Salario,"Aumento por inflación, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,1,10,Universitario,Incompleto,,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,32000,Neto,2,2,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,3,0,Terciario,Incompleto,,No,QA / Tester,,,,Funcional,Salesforce,,,,,Full-Time,32000,Neto,3,3,No,No recibo bono,No,0,51-100,Sí,Salario,"Clases de idiomas, Playroom, Viajes al exterior"
Hombre,31 - 33,Provincia de Buenos Aires,8,Menos de un año,0,Universitario,En curso,Lic. en Informática,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,32000,Bruto,2,1,No,No recibo bono,No,0,1-10,Sí,Mayor comodidad,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,6,Menos de un año,0,Universitario,Incompleto,Ingenieria en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"CSS, HTML, Java, Javascript, Angular, Typescript",,,,,No,0,Neto,Full-Time,32000,Neto,3,1,Menos de un sueldo,Mix de las anteriores,Uno,13,1001-2000,Sí,Salario,Aumento por inflación
Hombre,24 - 26,Río Negro,Menos de un año,1,0,Universitario,En curso,Licenciatura en sistemas,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, FTTH",Go,,,,,"Sí, pasiva",0,Neto,Full-Time,32000,Neto,3,2,No,Gremio,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Salta,3,3,1,Universitario,Completado,Ing en Informática,"Sí, de forma particular, Sí, los pagó un empleador",DBA,,,,,,"MySQL/MariaDB, Oracle, PostgreSQL",No,0,Neto,Full-Time,32000,Neto,2,1,Menos de un sueldo,Performance de la compañía,Dos,15,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,31 - 33,Santa Fe,10+,10+,2,Terciario,Incompleto,Lic en cs de la computación,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,32000,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Santa Fe,5,Menos de un año,0,Universitario,En curso,Analista de sistemas,"Sí, de forma particular",Auditor,,,,,,,,,,Full-Time,32000,Bruto,2,2,Un sueldo,Performance de la compañía,Uno,15,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,27 - 30,Santa Fe,4,Menos de un año,0,Universitario,Completado,Ingeniería en Sistemas,"Sí, de forma particular",Developer,,Genexus,,,,,No,0,Porcentaje de mi sueldo,Freelance,32000,Neto,3,3,No,No recibo bono,No,0,101-200,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,34 - 36,Santa Fe,10+,9,0,Terciario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows",".NET, Java, PHP, Python, VB *",,,,,"Sí, pasiva",0,Neto,Full-Time,32000,Neto,2,1,Un sueldo,Performance de la compañía,Uno,15,201-500,No,No cambié de empresa,Bonos por desempeño
Hombre,41 - 45,Tucumán,10+,3,17,Universitario,Completado,Licenciatura en Ciencias de la Computación,"Sí, de forma particular",PM,,,,,,,,,,Full-Time,32000,Bruto,1,1,Menos de un sueldo,Performance individual,Uno,15,10001+,No,No cambié de empresa,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,4,4,Secundario,Completado,,"Sí, de forma particular",CTO,,,,,,,,,,Full-Time,32008,Bruto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Córdoba,7,2,5,Universitario,Completado,Ing. Sistemas de Información,"Sí, de forma particular",Developer,,".NET, C#, VB *",,,,,No,0,Porcentaje de mi sueldo,Full-Time,32100,Neto,2,2,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Horarios flexibles, Viajes al exterior"
Hombre,24 - 26,Provincia de Buenos Aires,1,Menos de un año,0,Universitario,En curso,Ingenieria en Computacion,No,Developer,,"CSS, HTML, Javascript, Angular 5",,,,,No,0,Porcentaje de mi sueldo,Part-Time,32215,Neto,4,4,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,10+,0,Universitario,En curso,licenciatura en sistemas,"Sí, los pagó un empleador",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,32300,Neto,2,2,No,No recibo bono,Uno,12,501-1000,No,No cambié de empresa,"Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas"
Hombre,37 - 40,Córdoba,10+,1,0,Universitario,Incompleto,Ingenieria en sistemas,"Sí, de forma particular",Storage / Backup,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,32400,Bruto,3,3,No,No recibo bono,Uno,10,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,4,0,Universitario,En curso,,No,Developer,,"Java, Scala",,,,,No,0,Bruto,Full-Time,32500,Neto,3,2,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Comidas pagas/subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,Incompleto,Analusta de sistema,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,32500,Bruto,3,2,No,No recibo bono,Uno,5,201-500,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)"
Hombre,41 - 45,GBA,10+,Menos de un año,0,Terciario,Completado,Tecnico Superior en Analisis de Sistemas con Orientación en Desarrollo de Aplicaciones,"Sí, de forma particular",Developer,,".NET, C#, HTML",,,,,No,0,Bruto,Full-Time,32500,Neto,2,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Viáticos
Hombre,34 - 36,Santa Fe,9,5,0,Universitario,Incompleto,Licenciatura en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,".NET, C, C++, C#, Java, VB *",,,,,No,0,Porcentaje de mi sueldo,Full-Time,32500,Neto,2,2,Menos de un sueldo,Mix de las anteriores,Uno,8,11-50,No,No cambié de empresa,"Horarios flexibles, Viáticos, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,6,6,0,Universitario,Completado,Diseño Gráfico,"Sí, los pagó un empleador",Frontend Developer,,,,,,,,,,Full-Time,32545,Neto,3,3,Menos de un sueldo,Performance de la compañía,Uno,9,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Playroom, Vacaciones flexibles (adicionales a las reglamentarias), Fruta"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,2,Menos de un año,0,Universitario,Incompleto,Lic Sistemas,No,Developer,,"Javascript, React JS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,33000,Neto,3,2,No,No recibo bono,Uno,6,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,1,0,Terciario,Incompleto,Analista de sistemas,"Sí, de forma particular",Analista Funcional,,,,,,,,,,Full-Time,33000,Bruto,2,1,No,No recibo bono,Uno,5,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,Completado,,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, PHP, R, VB *",,,,,No,0,Porcentaje de mi sueldo,Part-Time,33000,Neto,3,2,Menos de un sueldo,Performance individual,No,0,201-500,No,No cambié de empresa,"Laptop, Ninguna de las anteriores"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,Menos de un año,0,Universitario,En curso,Diseño multimedia y de interacción,"Sí, de forma particular",QA / Tester,,,,Funcional,Others,,,,,Full-Time,33000,Bruto,3,4,No,No recibo bono,Uno,12,201-500,Sí,Mudanza,"Aumento por inflación, Horarios flexibles, Laptop, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,7,Menos de un año,0,Universitario,Completado,Licenciada en sistemas,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, Informix, Crystal",,,,,No,0,Porcentaje de mi sueldo,Full-Time,33000,Bruto,1,1,No,No recibo bono,Uno,15,201-500,Sí,Desafíos profesionales,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,8,6,Universitario,Incompleto,Ingenieria en informatica,"Sí, los pagó un empleador",Scrum Master,,,,,,,,,,Full-Time,33000,Neto,3,2,Un sueldo,Performance individual,Más de dos,25,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,2,Menos de un año,0,Terciario,Completado,,"Sí, de forma particular",Developer,,"HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,33000,Bruto,2,1,No,No recibo bono,No,0,5001-10000,Sí,Mejores beneficios,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Masajes, Playroom, Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,1,4,Universitario,En curso,Ingenieria en Informática,"Sí, de forma particular, Sí, los pagó un empleador",Recruiter / HR,,,,,,,,,,Part-Time,33000,Neto,3,3,Menos de un sueldo,Performance de la compañía,Uno,15,10001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Universitario,En curso,Ingenieria en Informatica,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript",,,,,No,0,Neto,Full-Time,33000,Bruto,4,4,No,No recibo bono,Uno,10,501-1000,Sí,Desafíos profesionales,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Masajes, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,2,Menos de un año,0,Universitario,Completado,Diseño Gráfico,"Sí, de forma particular",Designer,,,,,,,,,,Full-Time,33000,Bruto,3,2,No,No recibo bono,Uno,13,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,2,0,Universitario,Completado,Ingeniería en sistemas,No,BI,,,,,,,,,,Full-Time,33000,Neto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,13,2001-5000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,5,0,Terciario,Incompleto,Tec Programacion,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"HTML, Java, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,33000,Neto,1,1,Un sueldo,Mix de las anteriores,Uno,10,2001-5000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas"
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,10+,1,Universitario,Incompleto,Ing en sistemas de información ,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"Javascript, Python, VB *",,,,,No,0,Neto,Full-Time,33000,Neto,3,3,No,No recibo bono,Uno,18,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,2,2,3,Universitario,En curso,Ingeniería en Sistemas de Información ,No,Developer,,"HTML, Java, Javascript, jQuery, NodeJS, PHP, AppsScript",,,,,No,0,Neto,Full-Time,33000,Bruto,3,2,No,No recibo bono,Uno,10,10001+,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,0,Universitario,Completado,Analista Programador Universitario,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,33000,Neto,2,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Córdoba,10+,Menos de un año,0,Universitario,Incompleto,Ingenieniería en Sistemas de Información,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Docker / Containers, kubernetes, helm, kvm",Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,33000,Neto,3,3,No,No recibo bono,Uno,10,10001+,Sí,inconsistencia de la empresa,"Aumento por inflación, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
Hombre,46 - 49,Córdoba,10+,6,0,Universitario,Incompleto,Lic en Sistemas,"Sí, los pagó un empleador",Architect,,,,,,,,,,Full-Time,33000,Neto,2,2,No,No recibo bono,Uno,12,501-1000,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Laptop, Masajes, Playroom, WFH (Trabajar desde casa)"
Hombre,50+,Córdoba,10+,Menos de un año,0,Universitario,Incompleto,Lic en Fisica,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers, VMWare, Kubernetes IBMCloud",Python,,,,,No,0,Neto,Part-Time,33000,Neto,3,3,No,No recibo bono,Uno,10,11-50,Sí,Desafíos profesionales,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas"
Hombre,41 - 45,GBA,10+,2,1,Terciario,Completado,Analista de Sistemas de Informacion y Diseñador Gráfico Publicitario,"Sí, de forma particular, Sí, los pagó un empleador",Administrador IT y Diseño Multimedial,,,,,,,,,,Full-Time,33000,Neto,2,2,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Ninguna de las anteriores
