Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especializacion,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a julio 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,6,Menos de un ano,No,0,Terciario,Completado,Analista de Sistemas,"Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,10,,.NET,,,,,3,3,Menos de un sueldo,Performance de la compania,Uno,15,Si,Desafios profesionales
Hombre,27 - 30,Provincia de Buenos Aires,6,4,No,0,Universitario,En curso,Ing. en telecomunicaciones,"Si, de forma particular, Si, los pago un empleador",Networking,Full-Time,35000,1846,Neto,100,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Santa Fe,6,2,No,0,Universitario,Incompleto,Licenciatura en ciencias de la computacion,"Si, de forma particular, Si, los pago un empleador",Networking,Full-Time,35000,1846,Bruto,200,,,,,,,2,2,De uno a tres sueldos,Performance de la compania,Dos,20,No,No cambie de empresa
Hombre,31 - 33,Tierra del Fuego,6,6,Si,1,Universitario,Incompleto,Licenciatura en ciencias de la computacion,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Neto,50,"Linux, Windows",".NET, C#, CSS, HTML, Javascript, PHP",,,,,2,2,No,No recibo bono,Uno,2,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,No,0,Universitario,En curso,Ingenieria en informatica,"Si, los pago un empleador",Analista funcional,Full-Time,35000,1846,Bruto,2000,,,,,,,3,3,No,No recibo bono,Uno,50,Si,Salario
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,2,No,0,Universitario,En curso,Analisis en sistemas,No,Data Engineer,Full-Time,35000,1846,Bruto,50,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,No,0,Universitario,En curso,Ingenieria Informatica,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,50,,"Javascript, NodeJS, React Native",,,,,2,1,No,Mix de las anteriores,No,0,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,1,No,0,Universitario,En curso,Ingenieria en Sistemas de Informacion,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,50,,"Javascript, NodeJS, Python",,,,,2,3,No,No recibo bono,No,0,Si,Salario
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,3,No,0,Secundario,Completado,,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,50,,"CSS, HTML, Javascript, jQuery, PHP",,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,24,No,No cambie de empresa
Hombre,24 - 26,Provincia de Buenos Aires,5,Menos de un ano,No,0,Universitario,En curso,Ing. En sistemas,No,Developer,Full-Time,35000,1846,Bruto,50,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,4,4,No,No recibo bono,No,0,Si,Salario
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,1,No,0,Universitario,En curso,Tecnicatura Universitaria en Desarrollo Web,"Si, de forma particular",Developer,Tercerizado (trabajo a traves de consultora o agencia),35000,1846,Bruto,200,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,4,4,No,No recibo bono,Dos,22,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,No,0,Universitario,En curso,Ingenieria en Sistemas,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,1000,,"CSS, HTML, Javascript, NodeJS",,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,2,No,0,Universitario,En curso,Telecomunicaciones,"Si, de forma particular, Si, los pago un empleador",Infosec,Full-Time,35000,1846,Bruto,50,,,,,,,1,1,De uno a tres sueldos,Performance individual,Uno,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,4,No,0,Secundario,Completado,,"Si, de forma particular",SAP,Full-Time,35000,1846,Neto,500,,,,,,,2,3,No,No recibo bono,Uno,23,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,No,0,Universitario,En curso,Ingenieria en Sistemas,No,SysAdmin / DevOps,Full-Time,35000,1846,Neto,50,"Linux, Amazon Web Services, Docker / Containers","Go, Python",,,,,3,3,No,No recibo bono,Uno,18,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,No,0,Universitario,En curso,Ing. en Sistemas,No,SysAdmin / DevOps,Full-Time,35000,1846,Neto,50,"Linux, Amazon Web Services, Docker / Containers","Go, Python",,,,,3,3,No,No recibo bono,Uno,18,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,2,No,0,Universitario,En curso,Ingenieria Informatica,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,35000,1846,Neto,100,"Linux, Windows, Amazon Web Services, Azure, VMWare, Mikrotik","C, CSS, HTML, Javascript, jQuery, PHP",,,,,3,4,No,No recibo bono,Dos,12,No,No cambie de empresa
Hombre,24 - 26,Provincia de Buenos Aires,4,Menos de un ano,No,0,Universitario,Incompleto,Licenciatura en Sistemas,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Bruto,50,,"CSS, HTML, Javascript, jQuery, Python",,,,,3,4,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,27 - 30,Provincia de Buenos Aires,4,3,No,0,Universitario,Incompleto,Ingenieria en Sistemas,No,Developer,Full-Time,35000,1846,Bruto,100,,"Javascript, NodeJS",,,,,2,3,No,No recibo bono,Dos,35,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,4,1,Si,2,Universitario,Completado,Licenciatura en Sistemas,"Si, los pago un empleador",Developer,Full-Time,35000,1846,Bruto,200,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,1,1,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,27 - 30,Cordoba,4,2,No,0,Universitario,Incompleto,Licenciatura en Software,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Neto,500,,"CSS, HTML, Javascript, jQuery, Python",,,,,3,3,No,No recibo bono,Mas de dos,33,No,No cambie de empresa
Hombre,24 - 26,Provincia de Buenos Aires,4,4,Si,1,Universitario,En curso,lic en sistemas,No,Developer,Full-Time,35000,1846,Bruto,500,,".NET, C#, Javascript, sharepoint de la muerte",,,,,2,3,Un sueldo,Performance de la compania,Dos,30,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,3,No,0,Universitario,Incompleto,Tecnicatura en desarrollo de software,"Si, de forma particular",Developer,Full-Time,35000,1846,Neto,5000,,"HTML, PHP",,,,,3,2,No,No recibo bono,Mas de dos,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,No,0,Universitario,En curso,Ingenieria en sistemas,No,QA / Tester,Full-Time,35000,1846,Bruto,100,,,"HTML, Java, VB *",Mix,HP LoadRunner,,2,3,No,No recibo bono,No,0,No,Salario
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,No,0,Terciario,Completado,Tecnico Superior en Programacion,No,SysAdmin / DevOps,Full-Time,35000,1846,Bruto,5000,"Linux, Amazon Web Services","Go, HTML, Python, Ruby",,,,,3,4,De uno a tres sueldos,Performance de la compania,Dos,40,Si,Desafios profesionales
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,3,3,No,0,Universitario,Completado,Ingenieria Electronica,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35000,1846,Bruto,10,,"C#, Java, PHP",,,,,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,3,3,No,0,Universitario,En curso,Lic. en Informatica,No,SysAdmin / DevOps,Full-Time,35000,1846,Neto,50,"Linux, VMWare",PHP,,,,,3,3,Menos de un sueldo,Mix de las anteriores,Dos,26,No,No cambie de empresa
Hombre,27 - 30,Rio Negro,3,2,Si,1,Universitario,Completado,Ingenieria en Sistemas de Computacion,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35000,1846,Neto,100,"Linux, Windows, VMWare","CSS, HTML, Javascript, jQuery, NodeJS",,,,,3,2,Un sueldo,Performance individual,Uno,24,No,No cambie de empresa
Hombre,24 - 26,Cordoba,2,Menos de un ano,No,0,Universitario,En curso,CS Computer Science,No,Developer,Full-Time,35000,1846,Neto,50,,Python,,,,,3,3,Un sueldo,Performance individual,No,0,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,Menos de un ano,No,0,Universitario,En curso,Ingenieria en Informatica - UBA,"Si, de forma particular",Developer,Part-Time,35000,1846,Bruto,50,,"CSS, HTML, Java, Javascript, jQuery",,,,,4,4,No,No recibo bono,Dos,15,Si,Salario
Hombre,27 - 30,Cordoba,2,2,No,0,Universitario,En curso,Analista en sistemas,No,Implementador,Full-Time,35000,1846,Bruto,500,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,2,2,No,0,Terciario,Completado,,"Si, de forma particular",Infosec,Full-Time,35000,1846,Neto,50,,,,,,,3,3,Menos de un sueldo,Performance individual,Dos,26,No,No cambie de empresa
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Universitario,Completado,Analista en computacion,"Si, los pago un empleador",Agile Coach,Full-Time,35000,1846,Neto,10001,,,,,,,3,3,Menos de un sueldo,Beneficios de la compania,Dos,20,No,No cambie de empresa
Mujer,31 - 33,GBA,10+,8,No,0,Universitario,Incompleto,Ingenieria en Informatica,"Si, los pago un empleador",Developer,Full-Time,35000,1846,Bruto,10000,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP, Ruby",,,,,2,1,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Terciario,Completado,Produccion Multimedia,No,Developer,Full-Time,35000,1846,Neto,10,,"CSS, HTML, Javascript, jQuery, NodeJS, ReactJS",,,,,2,2,No,No recibo bono,Dos,12,No,No cambie de empresa
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,10+,7,No,0,Posgrado,En curso,Sistemas,"Si, los pago un empleador",Fraude,Full-Time,35000,1846,Neto,10001,,,,,,,2,2,Un sueldo,Performance de la compania,No,0,No,No cambie de empresa
Mujer,37 - 40,Santa Fe,9,7,No,0,Terciario,Incompleto,Analista Universitario en Sistemas,"Si, los pago un empleador",Developer,Full-Time,35000,1846,Bruto,5000,,"Java, Javascript, jQuery",,,,,2,3,De uno a tres sueldos,Performance de la compania,Uno,8,No,No cambie de empresa
Mujer,31 - 33,Cordoba,9,9,No,0,Universitario,Completado,,"Si, de forma particular",Functional Analyst,Full-Time,35000,1846,Bruto,500,,,,,,,2,2,No,No recibo bono,Dos,30,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,7,1,Si,3,Universitario,Incompleto,,No,HelpDesk,Full-Time,35000,1846,Bruto,1000,,,,,,,2,3,Menos de un sueldo,Performance individual,Dos,25,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,7,7,No,0,Universitario,Completado,Tec en Informatica aplicada al diseno web y multimedia,"Si, de forma particular",PM,Full-Time,35000,1846,Neto,10001,,,,,,,3,3,Menos de un sueldo,Performance individual,Uno,10,No,No cambie de empresa
Mujer,31 - 33,Ciudad Autonoma de Buenos Aires,7,Menos de un ano,No,0,Terciario,Completado,Tecnicatura en sistemas,"Si, de forma particular, Si, los pago un empleador",QA / Tester,Full-Time,35000,1846,Neto,100,,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP, Ruby",Automation,"Selenium, Watir",,3,3,No,No recibo bono,Uno,8,Si,Desafios profesionales
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,6,3,No,0,Universitario,Incompleto,Medicina,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,35000,1846,Bruto,500,,,,,,,2,2,Un sueldo,Performance individual,Uno,15,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,No,0,Universitario,Completado,Licenciatura en Informatica,"Si, de forma particular",Developer,Full-Time,35000,1846,Bruto,1000,,"CSS, HTML, Java, Javascript",,,,,2,4,No,No recibo bono,Dos,16,Si,Salario
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,3,1,No,0,Universitario,Completado,Ingenieria en Informatica,"Si, de forma particular",Developer,Full-Time,35000,1846,Bruto,2000,,Java,,,,,3,2,Un sueldo,Mix de las anteriores,Uno,7,No,No cambie de empresa
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,3,1,No,0,Universitario,En curso,Ingenieria Informatica,"Si, de forma particular",Developer,Full-Time,35000,1846,Bruto,5000,,"CSS, HTML, Javascript, NodeJS",,,,,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,7,No,No cambie de empresa
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,1,1,No,0,Universitario,En curso,Diseno,No,Designer,Full-Time,35000,1846,Bruto,1000,,,,,,,3,2,Un sueldo,Performance grupal,Uno,20,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,6,Menos de un ano,No,0,Universitario,En curso,Ingenieria en Informatica,"Si, los pago un empleador",Designer,Full-Time,35100,1852,Neto,500,,,,,,,3,3,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,41 - 45,Cordoba,10+,Menos de un ano,No,0,Posgrado,Completado,ingeniero electronico,No,SysAdmin / DevOps,Full-Time,35200,1857,Bruto,500,"Linux, Solaris, VMWare","C, Perl, Python",,,,,3,2,No,No recibo bono,Uno,10,Si,Desafios profesionales
Hombre,41 - 45,Cordoba,10+,Menos de un ano,No,0,Posgrado,Completado,Ingenieria Electronica,"Si, de forma particular",SysAdmin / DevOps,Full-Time,35200,1857,Bruto,1000,"Linux, Solaris, VMWare",Python,,,,,4,4,No,No recibo bono,No,0,Si,Salario
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3,2,No,0,Terciario,Completado,Programacion,No,SysAdmin / DevOps,Full-Time,35200,1857,Neto,1000,"Linux, Windows, VMWare","HTML, Perl, PHP, Python",,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,7,2,No,0,Secundario,Completado,Bachiller en economia y gestion de las organizaciones.,"Si, de forma particular",Analista Tecnico Funcional,Full-Time,35200,1857,Bruto,200,,,,,,,3,1,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,4,No,0,Universitario,Completado,Ingeniero en sistemas,"Si, de forma particular, Si, los pago un empleador",Seguridad informatica administracion de firewalls,Full-Time,35400,1868,Neto,100,,,,,,,4,4,No,No recibo bono,Dos,32,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,1,No,0,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,35500,1873,Neto,50,,"HTML, Java, Javascript",,,,,2,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Cordoba,5,1,No,0,Universitario,Completado,Ingenieria en Sistemas,"Si, de forma particular",Developer,Full-Time,35500,1873,Neto,10,,"CSS, Go, HTML, Javascript",,,,,3,2,No,No recibo bono,Uno,5,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,2,2,Si,15,Universitario,Incompleto,Lic. en Administracion,"Si, de forma particular",PM,Full-Time,35500,1873,Bruto,10000,,,,,,,2,2,Un sueldo,Mix de las anteriores,Dos,22,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Universitario,Completado,Ingenieria en sistemas de informacion,No,Developer,Full-Time,35500,1873,Bruto,10,,".NET, Javascript",,,,,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,3,No,0,Secundario,Incompleto,,"Si, de forma particular",Workload Automation Specialist,Full-Time,35535,1875,Bruto,2000,,,,,,,3,3,De uno a tres sueldos,Performance individual,Uno,15,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,4,1,Si,4,Universitario,Incompleto,Lic. Sistemas,No,Technical leader,Full-Time,35600,1878,Bruto,1000,,,,,,,2,3,Un sueldo,Mix de las anteriores,Mas de dos,24,No,No cambie de empresa
Mujer,31 - 33,Santa Fe,10+,4,No,0,Terciario,Incompleto,Analista de Sistemas,"Si, de forma particular, Si, los pago un empleador","Developer, Designer, Architect, Tester, SysAdmin, HelpDesk",Full-Time,35600,1878,Bruto,500,,,,,,,3,2,Menos de un sueldo,Regalo anual a todos los empleados,Dos,23,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,1,No,0,Universitario,En curso,,"Si, de forma particular, Si, los pago un empleador",Architect,Full-Time,35683,1883,Bruto,500,,,,,,,3,3,Un sueldo,Performance de la compania,No,0,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,7,2,No,0,Universitario,Incompleto,Sistemas,"Si, de forma particular",Developer,Full-Time,35861,1892,Neto,50,,"HTML, Javascript, jQuery, NodeJS, PHP, Ruby",,,,,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,4,No,0,Universitario,Completado,Lic en Cs de la Computacion,No,Architect,Full-Time,36000,1899,Neto,10,,,,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,28,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,10+,Si,4,Universitario,Completado,Ingenieria en sistemas,No,Consultor HP,Full-Time,36000,1899,Bruto,2000,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Universitario,Completado,Ingenieria Electronica,"Si, de forma particular",Consultor linux,Full-Time,36000,1899,Bruto,10,,,,,,,3,2,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,7,No,0,Universitario,Incompleto,Diseno Grafico,"Si, de forma particular, Si, los pago un empleador",Designer,Full-Time,36000,1899,Neto,1000,,,,,,,3,2,No,No recibo bono,Dos,23,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,1,Si,1,Universitario,Completado,Ingenieria en Sistemas,No,Developer,Full-Time,36000,1899,Neto,50,,"HTML, Javascript, jQuery, Python",,,,,3,4,3+ sueldos,Performance de la compania,Dos,24,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,2,No,0,Universitario,Completado,Licenciatura en Ciencias de la Computacion,No,Developer,Full-Time,36000,1899,Neto,50,,"CSS, HTML, Javascript, jQuery, PHP, Twig",,,,,2,2,No,No recibo bono,Dos,25,No,No cambie de empresa
Hombre,34 - 36,Santa Fe,10+,1,Si,2,Universitario,Incompleto,Ingenieria en sistemas de informacion,"Si, de forma particular",Developer,Full-Time,36000,1899,Neto,100,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,3,3,No,No recibo bono,Dos,26,No,No cambie de empresa
Hombre,31 - 33,Tierra del Fuego,10+,3,No,0,Universitario,Incompleto,Ing. Electronica,"Si, de forma particular",Developer,Full-Time,36000,1899,Neto,500,,"HTML, Java, Javascript, jQuery, NodeJS, PHP, Python",,,,,2,2,No,No recibo bono,Uno,29,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,10+,3,No,0,Universitario,Completado,Ingenieria en sistemas,"Si, de forma particular",Developer,Full-Time,36000,1899,Bruto,1000,,".NET, C#",,,,,2,2,Un sueldo,A las ganancias de la empresa,Mas de dos,22,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Terciario,Completado,,"Si, de forma particular",Developer,Tercerizado (trabajo a traves de consultora o agencia),36000,1899,Bruto,1000,,PHP,,,,,2,2,No,No recibo bono,Dos,27,No,No cambie de empresa
Hombre,31 - 33,GBA,10+,1,No,0,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,36000,1899,Neto,2000,,BI (El universo de herramientas),,,,,3,3,No,No recibo bono,Uno,28,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,1,Si,1,Secundario,Completado,Tecnico,"Si, de forma particular",HelpDesk,Full-Time,36000,1899,Neto,200,,,,,,,3,2,No,No recibo bono,Uno,5,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,Si,3,Secundario,Completado,Bachiller,"Si, de forma particular",HelpDesk,Full-Time,36000,1899,Bruto,500,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,37 - 40,GBA,10+,6,Si,6,Universitario,Completado,Analista de sistemas,"Si, de forma particular, Si, los pago un empleador",IT Coordinator,Full-Time,36000,1899,Neto,1000,,,,,,,2,2,No,No recibo bono,Uno,20,No,Mejores beneficios
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,3,Si,5,Universitario,Incompleto,Lic. en ciencias de la computacion,"Si, los pago un empleador",Lider de entrega y soporte,Full-Time,36000,1899,Neto,500,,,,,,,2,2,No,No recibo bono,Uno,14,No,No cambie de empresa
Hombre,37 - 40,Entre Rios,10+,10+,Si,5,Secundario,Completado,,"Si, de forma particular",Networking,Full-Time,36000,1899,Neto,100,,,,,,,2,2,No,No recibo bono,Dos,18,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Terciario,Completado,CCNA,"Si, de forma particular, Si, los pago un empleador",Networking,Full-Time,36000,1899,Neto,1000,,,,,,,4,3,Menos de un sueldo,Performance de la compania,No,0,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,Si,14,Terciario,Completado,Tec sup en Analisis de Sistemas,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,36000,1899,Neto,2000,,,,,,,1,1,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Secundario,Completado,Auxiliar de martillero,No,SysAdmin / DevOps,Freelance,36000,1899,Neto,2000,"Linux, Windows, VMWare, Xen",shell script,,,,,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa
