Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2019?,¿De qué % fue el ajuste total?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra,"¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento, en tu ciudad?"
Hombre,31,Chaco,4,3,1,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,SysAdmin / DevOps / SRE,"Docker, Google Cloud Platform/App Engine, Kubernetes, Linux, VMWare","Bash/Shell, Go, Python",Flask,"Google Cloud Storage, MySQL, PostgreSQL",RSpec,"Sublime Text, Vim",GNU/Linux,Android,"Sí, pasiva",20,Porcentaje de mi sueldo,Full-Time,70000,60000,3,4,Menos de un sueldo,Performance individual,Más de tres,35,12,Jamás,Heterosexual,Visual,No,-,51-100,Servicios / Consultoría de Software / Digital,9,9,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Masajes, Playroom, Sueldo dolarizado, Viajes al exterior, WFH (Trabajar desde casa)",globant
Hombre,40,Chaco,4,0,0,0,Terciario,Completado,Analista de Sistemas,Instituto Almafuerte (Privado),No,No,Sí,Developer,,".NET, C#, TypeScript",".NET Core, Angular","MSSQL, PostgreSQL","Cypress, NUnit","Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,110000,80000,3,3,No,No recibo bono,Uno,30,1,Jamás,Heterosexual,,,,1-10,Producto basado en Software,8,8,-1,Ninguna de las anteriores,
Hombre,29,Chaco,8,4,1,8,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,Sí,Sí,Architect,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Kubernetes, Linux, Serverless","CSS, Go, HTML, Java, Javascript, Kotlin, SQL","Angular, Bootstrap, Hibernate, Node.js, React.js, Spring","Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, PostgreSQL, Redis, SQLite","JUnit, Karma, Mocha, Postman, Puppeteer","IntelliJ, Vim, WebStorm",macOS,iOS,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),510000,490000,4,4,Menos de un sueldo,Performance individual,No,0,0,Jamás,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,10,10,-1,"Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Sueldo dolarizado, Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,26,Chaco,7,7,4,44,Universitario,Incompleto,Analista de Sistemas,UNNE,"Sí, de forma particular",No,No,Project Manager,"Amazon Web Services, Azure, Docker, Kubernetes, VMWare","C++, C#, Java, Javascript","Angular, Bootstrap, Node.js, Rails, React.js","ElasticSearch, Google Cloud Storage","Cucumber, JUnit, Postman, Selenium, TFS",,macOS,iOS,No,0,Bruto,Full-Time,78000,64000,1,1,Un sueldo,Mix de las anteriores,Uno,4,11,Jamás,Homosexual,,No,muchos,5001-10000,Servicios / Consultoría de Software / Digital,8,9,34,"Abono de celular y/o Internet, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Sueldo dolarizado, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",s
Hombre,36,Chaco,10,2.5,0,0,Universitario,Incompleto,Ingeniería en Informática,UP - Universidad de Palermo,"Sí, los pagó un empleador",Sí,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Linux, Serverless","Elixir, Java, Ruby","Rails, React.js","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, MySQL, PostgreSQL, Redis",,Atom,GNU/Linux,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Remoto (empresa de otro país),300000,200000,4,4,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,No,PyCon,101-200,Producto basado en Software,9,9,-1,"Horarios flexibles, Licencia de paternidad/maternidad extendida, Sueldo dolarizado, Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,27,Chaco,4,0,0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,"Amazon Web Services, Docker, Linux, Serverless","CSS, HTML, Javascript, SQL","Bootstrap, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL","Jest, JUnit, Postman",Visual Studio Code,GNU/Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,119000,87423.93,3,3,Menos de un sueldo,Mix de las anteriores,Dos,74.25,8,Jamás,Heterosexual,,No,,11-50,Producto basado en Software,10,7,1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Viáticos, WFH (Trabajar desde casa)",
Mujer,25,Chaco,1,0,1,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,QA / Tester,,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,35000,28700,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,8,10,7,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Masajes, Playroom","Kelsus/Urupe, Globant, 42Mate"
Mujer,23,Chaco,2,2,2,1,Terciario,En curso,,,"Sí, de forma particular",No,No,QA / Tester,"VMWare, Windows Server",,,,"Postman, SoapUI, Visual Studio Coded UI",Eclipse,Windows,Android,"Sí, pasiva",0,Neto,Tercerizado (trabajo a través de consultora o agencia),32000,42130,1,1,No,No recibo bono,Uno,10,8,Jamás,Heterosexual,,,,101-200,Producto basado en Software,5,8,1,Clases de idiomas,
Mujer,46,Chaco,22,15,3,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Infosec,Windows Server,Python,,SQLite,,PyCharm,Windows,Android,"Sí, pasiva",0,Bruto,Full-Time,65784,53783,1,2,Menos de un sueldo,fijo,Uno,25,7,En mi trabajo actual,Heterosexual,,,"PyCamp 2019, PyConAR, NotPinkConf, Ekoparty, Flisol Rcia, AutodefensaDigital, PyDAy NEA, Encuentro R",2001-5000,Otras industrias,4,4,4,"Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,51,Chaco,24,22,22,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,No,Developer,Windows Server,"Delphi, SQL",,MSSQL,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,63000,2,2,Menos de un sueldo,Sueldo en negro,No,0,10,En mi trabajo actual,Heterosexual,,,"EPIO, JAIIO",1001-2000,Otras industrias,3,3,1,Ninguna de las anteriores,
