Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Gente a cargo,Cuanta,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Julio 2016,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2016,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,24 - 26,Provincia de Buenos Aires,5,5,SysAdmin / DevOps,Full-Time,6000,373,Neto,1001,No,0,Windows,,,,,No,6000,Bruto,1,2,No,No recibo bono,Uno,30,No,No cambie de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Laptop, Snacks, golosinas, bebidas, Viaticos"
Hombre,18 - 20,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,SysAdmin / DevOps,Full-Time,6000,373,Neto,1001,No,0,Windows,,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,GBA,1,1,Pasantia de sistemas,Part-Time,6000,373,Neto,1000,No,0,"Linux, Amazon Web Services, Docker / Containers, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,No,0,Si,Desafios profesionales,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas"
Hombre,21 - 23,GBA,1,1,HelpDesk,Full-Time,6000,373,Neto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Mendoza,6,4,HelpDesk,Part-Time,6000,373,Neto,50,No,0,"Linux, Windows",,,,,No,0,Neto,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Provincia de Buenos Aires,4,1,HelpDesk,Full-Time,6000,373,Neto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop, WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,Developer,Part-Time,6000,373,Bruto,10,No,0,Windows,,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,Nada
Mujer,41 - 45,Mendoza,1,1,Empleada de comercio,Full-Time,6000,373,Neto,10,No,0,Windows,,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles
Mujer,24 - 26,GBA,Menos de un ano,3,Infosec,Part-Time,6000,373,Neto,10,No,0,Windows,,,,,No,0,Neto,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles"
Hombre,31 - 33,Santa Fe,3,3,HelpDesk,Freelance,6012,374,Bruto,200,No,0,"Linux, Windows",,,,,"Si, pasiva",0,Bruto,1,1,No,No recibo bono,Uno,20,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Mujer,21 - 23,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,QA / Tester,Part-Time,6200,386,Neto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,GBA,5,Menos de un ano,HelpDesk,Full-Time,6221,387,Neto,10,No,0,"Linux, Windows",,,,,"Si, pasiva",0,Bruto,2,1,No,No recibo bono,Dos,18,No,No cambie de empresa,"Abono de celular y/o Internet, Horarios flexibles, Playroom, Snacks, golosinas, bebidas"
Hombre,24 - 26,Tucuman,3,3,SysAdmin / DevOps,Part-Time,6300,392,Neto,50,No,0,Windows,,,,,No,0,Bruto,1,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Tucuman,Menos de un ano,Menos de un ano,IT,Part-Time,6335,394,Neto,200,No,0,"Windows, Azure, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, WFH (Trabajar desde casa)"
Hombre,24 - 26,Chaco,2,2,DBA,Full-Time,6500,404,Bruto,50,No,0,Windows,,,,,"Si, activa",350,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,6500,404,Neto,100,No,0,Linux,,,,,No,0,Bruto,3,3,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,6500,404,Neto,100,No,0,"Linux, Amazon Web Services",,,,,No,0,Bruto,2,2,No,No recibo bono,Dos,15,No,No cambie de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Salta,3,2,Developer,Part-Time,6500,404,Neto,10,No,0,"Linux, Solaris, Windows",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Cordoba,6,3,SysAdmin / DevOps,Part-Time,6500,404,Neto,1001,No,0,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,30,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,GBA,10+,10+,Designer,Part-Time,6500,404,Neto,50,No,0,Windows,,,,,No,0,Neto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Mujer,31 - 33,Ciudad Autonoma de Buenos Aires,2,2,Revenue management,Part-Time,6500,404,Neto,10,No,0,"Windows, Winpax",,,,,No,0,Porcentaje de mi sueldo,3,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Mujer,37 - 40,Chaco,8,8,SysAdmin / DevOps,Part-Time,6500,404,Neto,10,Si,2,Windows,,,,,No,0,Neto,3,2,No,No recibo bono,Dos,39,No,No cambie de empresa,Ninguna de las anteriores
Mujer,27 - 30,Tucuman,2,2,HelpDesk,Part-Time,6500,404,Neto,1001,No,0,Windows,,,,,No,0,Neto,3,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Corrientes,5,3,Developer,Part-Time,6600,410,Bruto,50,No,0,"Linux, Windows, VMWare",,,,,"Si, pasiva",320,Neto,2,2,No,No recibo bono,Uno,15,Si,Salario,"Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Mendoza,5,Menos de un ano,Designer,Part-Time,6600,410,Neto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Dos,10,Si,Desafios profesionales,"Capacitaciones y/o cursos, Laptop"
Hombre,31 - 33,Mendoza,5,3,Responsable de Distribucion,Part-Time,6600,410,Neto,1000,Si,3,Ecrm,,,,,No,0,Neto,3,2,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Mujer,27 - 30,Santa Fe,6,6,Networking,Part-Time,6600,410,Neto,500,No,0,"Linux, Windows, cisco",,,,,No,0,Bruto,1,1,No,No recibo bono,Dos,5,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3,2,Developer,Part-Time,6640,413,Neto,50,No,0,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,40,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Salta,1,1,DBA,Part-Time,6700,417,Neto,10,No,0,"Windows, Oracle",,,,,No,0,Neto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles"
Hombre,21 - 23,GBA,Menos de un ano,Menos de un ano,Automatizacion,Part-Time,6700,417,Neto,1000,No,0,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Mendoza,3,2,HelpDesk,Full-Time,6800,423,Neto,10,No,0,"Windows, VMWare",,,,,No,0,Neto,1,1,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Mujer,27 - 30,Provincia de Buenos Aires,4,Menos de un ano,Developer,Part-Time,6804,423,Neto,10,No,0,"Linux, Windows",,,,,No,0,Neto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,Soporte tecnico,Part-Time,6900,429,Neto,50,No,0,Windows,,,,,No,0,Neto,2,1,No,No recibo bono,Dos,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,Menos de 18 anos,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,DBA,Part-Time,7000,435,Bruto,100,No,0,Linux,,,,,No,5000,Porcentaje de mi sueldo,1,2,No,No recibo bono,No,0,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,27 - 30,Entre Rios,Menos de un ano,Menos de un ano,Infosec,Part-Time,7000,435,Bruto,10,No,0,Windows,,,,,No,0,Neto,2,4,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,41 - 45,Corrientes,10+,5,Networking,Full-Time,7000,435,Bruto,10,No,0,"HP-UX, Linux, Windows, VMWare",,,,,"Si, pasiva",0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,GBA,10+,8,Networking,Full-Time,7000,435,Bruto,10,No,0,"Linux, Windows, VMWare",,,,,"Si, pasiva",0,Bruto,1,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Comidas pagas/subvencionadas, Horarios flexibles"
Hombre,24 - 26,Provincia de Buenos Aires,1,3,Designer,Part-Time,7000,435,Neto,10,No,0,*BSD,,,,,No,0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,2,2,Developer,Part-Time,7000,435,Neto,10,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Provincia de Buenos Aires,4,1,Developer,Freelance,7000,435,Neto,10,No,0,"Linux, Windows, Azure, Docker / Containers",,,,,No,0,Neto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Viaticos"
Hombre,24 - 26,Provincia de Buenos Aires,2,2,Developer,Freelance,7000,435,Neto,10,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,HelpDesk,Full-Time,7000,435,Neto,10,No,0,"Linux, Windows",,,,,No,0,Bruto,2,3,Menos de un sueldo,aguinaldo,No,0,No,No cambie de empresa,"Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Misiones,6,5,Networking,Full-Time,7000,435,Neto,10,No,0,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,10,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,GBA,10+,10+,Tecnico,Part-Time,7000,435,Neto,10,No,0,Windows,,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,25,No,No cambie de empresa,"Comidas pagas/subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Corrientes,10+,2,Designer,Tercerizado (trabajo a traves de consultora o agencia),7000,435,Neto,1001,No,0,"*BSD, Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Capacitaciones y/o cursos, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viaticos"
Hombre,24 - 26,GBA,3,3,HelpDesk,Part-Time,7000,435,Neto,1001,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,25,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles"
Hombre,21 - 23,Provincia de Buenos Aires,2,2,SysAdmin / DevOps,Full-Time,7000,435,Neto,1000,No,0,"Linux, Windows, VMWare",,,,,"Si, activa",3000,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,5,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,21 - 23,Mendoza,Menos de un ano,Menos de un ano,HelpDesk,Full-Time,7000,435,Neto,50,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,34 - 36,Corrientes,8,8,soporte,Part-Time,7000,435,Neto,50,No,0,Windows,,,,,No,0,Neto,1,1,No,No recibo bono,Dos,5,No,No cambie de empresa,Abono de celular y/o Internet
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,4,2,HelpDesk,Part-Time,7000,435,Bruto,500,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7000,435,Neto,200,No,0,Windows,,,,,No,0,Neto,3,3,No,No recibo bono,No,0,Si,Desafios profesionales,"Capacitaciones y/o cursos, Clases de idiomas"
Hombre,18 - 20,Santa Fe,Menos de un ano,Menos de un ano,Ninguno,Part-Time,7020,437,Neto,50,No,0,Linux,,,,,No,0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,18 - 20,GBA,2,1,HelpDesk,Part-Time,7100,442,Bruto,10,No,0,"Windows, Amazon Web Services, VMWare",,,,,"Si, pasiva",600,Neto,2,2,No,No recibo bono,Dos,19,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Mujer,31 - 33,Santa Fe,3,3,ST/ capacitacion ST,Part-Time,7150,445,Bruto,10,Si,10,"Linux, Windows",,,,,No,0,Bruto,2,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Mendoza,5,2,SysAdmin / DevOps,Part-Time,7300,454,Neto,100,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,50,No,No cambie de empresa,Aumento por inflacion
Hombre,37 - 40,GBA,8,8,SysAdmin / DevOps,Full-Time,7299,454,Neto,1000,No,0,Windows,,,,,No,0,Bruto,1,1,No,No recibo bono,Uno,27,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Santa Fe,Menos de un ano,Menos de un ano,Developer,Part-Time,7300,454,Neto,50,No,0,"Linux, Amazon Web Services, Python",,,,,No,0,Neto,3,2,No,No recibo bono,No,0,Si,Mayor comodidad,Capacitaciones y/o cursos
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,SysAdmin / DevOps,Part-Time,7400,460,Neto,50,No,0,"Linux, Windows, Amazon Web Services, Docker / Containers, VMWare, LXC, Asterisk, Python, Bash, MySQL, PostgreSQL, SNMP, DNS, Mac OSX",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Dos,32,No,No cambie de empresa,Horarios flexibles
Hombre,24 - 26,Chaco,1,1,Tecnico,Full-Time,7450,463,Neto,10,No,0,Windows,,,,,"Si, activa",0,Neto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,27 - 30,Jujuy,4,Menos de un ano,Developer,Full-Time,7500,466,Bruto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,8,Developer,Part-Time,7500,466,Neto,10,No,0,"Windows, SQL Server",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,GBA,4,Menos de un ano,Developer,Freelance,7500,466,Neto,10,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,24 - 26,Mendoza,2,2,Municipal,Full-Time,7500,466,Neto,1001,No,0,Windows,,,,,No,0,Neto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Cuota para universidad
Hombre,24 - 26,Cordoba,Menos de un ano,Menos de un ano,Developer,Part-Time,7500,466,Neto,50,No,0,"Windows, java",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guarderia, Horarios flexibles, Snacks, golosinas, bebidas, Viaticos, WFH (Trabajar desde casa)"
Hombre,21 - 23,Rio Negro,5,5,SysAdmin / DevOps,Full-Time,7600,473,Bruto,10,No,0,"Linux, Windows, VMWare",,,,,"Si, pasiva",0,Bruto,1,1,No,No recibo bono,Uno,5,No,No cambie de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,31 - 33,GBA,10+,10+,PM,Full-Time,7600,473,Bruto,1000,No,0,Windows,,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,7600,473,Neto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Dos,15,Si,Mayor comodidad,Ninguna de las anteriores
Hombre,27 - 30,Entre Rios,8,4,HelpDesk,Part-Time,7665,477,Neto,1001,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Performance grupal,No,0,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles"
Hombre,24 - 26,Misiones,3,2,Developer,Part-Time,7800,485,Bruto,200,No,0,Linux,,,,,No,0,Neto,2,2,No,No recibo bono,Uno,5,No,No cambie de empresa,Horarios flexibles
Hombre,18 - 20,GBA,Menos de un ano,Menos de un ano,Developer,Full-Time,7800,485,Neto,1000,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,30,No,No cambie de empresa,"Comidas pagas/subvencionadas, Horarios flexibles"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,HelpDesk,Part-Time,7800,485,Neto,200,No,0,"Linux, Windows",,,,,No,0,Neto,3,2,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,Horarios flexibles
Hombre,24 - 26,Santa Fe,5,5,HelpDesk,Part-Time,7800,485,Neto,50,No,0,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Performance de la compania,Dos,17,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles"
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,Developer,Part-Time,7800,485,Neto,200,No,0,"Linux, Amazon Web Services",,,,,No,0,Neto,1,1,No,No recibo bono,Mas de dos,30,No,No cambie de empresa,"Aumento por inflacion, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Cordoba,1,1,asistencia tecnica,Tercerizado (trabajo a traves de consultora o agencia),7900,491,Bruto,10,No,0,"*BSD, Linux, Windows",,,,,"Si, activa",7900,Bruto,3,2,Menos de un sueldo,Performance individual,Dos,35,No,No cambie de empresa,"Bonos por desempeno, Horarios flexibles"
Hombre,31 - 33,Cordoba,2,1,Networking,Part-Time,7900,491,Bruto,10,No,0,"Linux, Windows, VMWare",,,,,"Si, activa",100,Neto,2,3,No,No recibo bono,Uno,15,No,No cambie de empresa,Horarios flexibles
Hombre,27 - 30,Neuquen,1,1,SysAdmin / DevOps,Part-Time,7900,491,Neto,10,No,0,"Windows, Amazon Web Services, OpenStack",,,,,"Si, pasiva",0,Neto,2,2,No,acuerdo salarial,Dos,10,No,No cambie de empresa,Ninguna de las anteriores
Hombre,41 - 45,Cordoba,5,5,QA / Tester,Tercerizado (trabajo a traves de consultora o agencia),8000,498,Bruto,100,No,0,oracle,,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Entre Rios,5,5,HelpDesk,Full-Time,8000,498,Bruto,10,No,0,Windows,,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Jujuy,1,Menos de un ano,Empleado,Part-Time,8000,498,Bruto,1001,No,0,Windows,,,,,No,0,Bruto,1,2,No,No recibo bono,Uno,19,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Soporte Tecnico,Full-Time,8000,498,Bruto,500,No,0,Windows,,,,,No,0,Bruto,3,2,Menos de un sueldo,Performance de la compania,Uno,0.1,No,No cambie de empresa,"Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,34 - 36,Cordoba,5,Menos de un ano,SysAdmin / DevOps,Freelance,8000,498,Bruto,500,No,0,"Windows, Docker / Containers, VMWare, winbox",,,,,"Si, pasiva",0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Cordoba,3,3,Networking,Freelance,8000,498,Bruto,200,No,0,Linux,,,,,No,0,Bruto,3,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1,1,Developer,Part-Time,8000,498,Bruto,50,No,0,"Linux, Windows, Amazon Web Services, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,2,3,Un sueldo,Performance de la compania,Uno,12,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,18 - 20,GBA,Menos de un ano,Menos de un ano,QA / Tester,Full-Time,8000,498,Bruto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,21 - 23,GBA,1,1,Designer,Full-Time,8000,498,Neto,10,No,0,"Windows, Azure",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,Uno,20,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,Menos de un ano,Developer,Freelance,8000,498,Neto,10,No,0,"Linux, Windows",,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Cordoba,4,4,Developer,Full-Time,8000,498,Neto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,4,2,HelpDesk,Full-Time,8000,498,Neto,10,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Cordoba,8,7,Networking y hard,Full-Time,8000,498,Neto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Descuentos en gimnasios, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,3,Operador de maquinas de tejido,Full-Time,8000,498,Neto,10,No,0,Shima,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,1,Analista BI,Part-Time,8000,498,Neto,1001,No,0,Windows,,,,,No,0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Tucuman,7,7,HelpDesk,Part-Time,8000,498,Neto,1001,No,0,Windows,,,,,"Si, pasiva",500,Neto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,34 - 36,Mendoza,7,7,SysAdmin / DevOps,Part-Time,8000,498,Neto,1000,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,15,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,1,HelpDesk,Part-Time,8000,498,Neto,500,No,0,"Windows, Sistemas internos de la empresa",,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,20,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,2,2,HelpDesk,Part-Time,8000,498,Neto,500,No,0,Windows,,,,,No,0,Bruto,2,3,No,No recibo bono,Dos,22,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,GBA,Menos de un ano,Menos de un ano,Designer,Full-Time,8000,498,Neto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Snacks, golosinas, bebidas, Ninguna de las anteriores"
Hombre,27 - 30,Chaco,6,1,Developer,Part-Time,8000,498,Neto,50,No,0,Windows,,,,,No,0,Bruto,2,3,No,No recibo bono,Uno,10,Si,Desafios profesionales,Ninguna de las anteriores
