Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Enero 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,31 - 33,Provincia de Buenos Aires,9,Menos de un ano,No,0,Developer,Full-Time,28600,1701,Bruto,200,,"Python, Typescript, groovy",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,35,Si,Desafios profesionales,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Masajes, Playroom, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,5,No,0,Developer,Full-Time,28500,1695,Neto,100,,".NET, C, C#, CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,"Si, pasiva",15,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,"Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Obra social paga"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,3,3,No,0,Developer,Full-Time,28000,1665,Neto,100,,Java,,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,6,No,No cambie de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Mendoza,6,4,Si,7,Developer,Full-Time,28000,1665,Bruto,200,,"Java, Javascript, jQuery, NodeJS, Objective-C",,,,,No,0,Neto,1,1,No,No recibo bono,Uno,21,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,5,No,0,Developer,Full-Time,28000,1665,Neto,10,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,31 - 33,Cordoba,9,3,No,0,Developer,Part-Time,28000,1665,Bruto,10,,"Java, Javascript",,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,31 - 33,Provincia de Buenos Aires,6,2,No,0,Developer,Full-Time,27900,1659,Neto,100,,"HTML, Javascript, jQuery, Python",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,5,No,No cambie de empresa,"Horarios flexibles, Viaticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,6,3,No,0,Developer,Full-Time,27900,1659,Neto,100,,"CSS, HTML, Javascript, jQuery, Python",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,Uno,5,No,No cambie de empresa,"Horarios flexibles, Viaticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2,Si,1,Developer,Full-Time,27500,1635,Neto,100,,".NET, C#, HTML, Javascript, jQuery",,,,,No,0,Bruto,2,3,No,No recibo bono,Uno,18,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa), Licencia por paternidad"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,2,Si,3,Developer,Full-Time,27500,1635,Neto,100,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,1,No,0,Developer,Full-Time,27500,1635,Neto,100,,"CSS, HTML, Java, jQuery",,,,,"Si, activa",0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,22,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Neuquen,9,1,No,0,Developer,Tercerizado (trabajo a traves de consultora o agencia),27400,1629,Neto,100,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Bruto,3,1,No,No recibo bono,Uno,5,Si,Salario,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Santa Fe,9,5,No,0,Developer,Full-Time,27287,1623,Neto,100,,".NET, C#, CSS, Javascript, VB *",,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,11,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Developer,Full-Time,27000,1606,Neto,100,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Bruto,2,1,No,No recibo bono,Uno,10,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Mendoza,10+,3,Si,1,Developer,Full-Time,27000,1606,Neto,500,,"Java, Javascript, PHP",,,,,No,0,Neto,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Mendoza,10+,3,No,0,Developer,Full-Time,27000,1606,Neto,500,,PHP,,,,,No,0,Neto,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Mendoza,7,2,No,0,Developer,Freelance,27000,1606,Bruto,10,,"HTML, Javascript, jQuery, Python",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Dos,25,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,4,3,No,0,Developer,Full-Time,26650,1585,Neto,100,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Bruto,4,4,No,No recibo bono,Uno,30,No,No cambie de empresa,"Aumento por inflacion, Ninguna de las anteriores"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,5,No,0,Developer,Full-Time,26500,1576,Bruto,500,,Python,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Comidas pagas/subvencionadas, Horarios flexibles"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,4,No,0,Developer,Full-Time,26000,1546,Neto,500,,"CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,8,Menos de un ano,No,0,Developer,Full-Time,26000,1546,Bruto,500,,".NET, C#",,,,,No,0,Bruto,3,2,No,No recibo bono,Uno,10,Si,Salario,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,5,Si,5,Developer,Full-Time,25900,1540,Bruto,10,,"Java, Javascript",,,,,"Si, pasiva",10,Porcentaje de mi sueldo,4,4,No,Performance individual,Dos,15,No,No cambie de empresa,"Horarios flexibles, Laptop"
Hombre,31 - 33,Provincia de Buenos Aires,7,1,Si,4,Developer,Full-Time,25500,1516,Neto,100,,"CSS, HTML, Javascript, NodeJS, React",,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Performance individual,Dos,10,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Santa Fe,6,6,No,0,Developer,Full-Time,25053,1490,Neto,1001,,".NET, CSS, HTML, Java, Javascript, jQuery, NodeJS, VB *",,,,,No,0,Neto,2,2,De uno a tres sueldos,Performance de la compania,Uno,17,No,No cambie de empresa,"Aumento por inflacion, Comidas pagas/subvencionadas, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,4,No,0,Developer,Full-Time,25000,1487,Neto,100,,"Java, Javascript, jQuery, Objective-C, PHP, Swift",,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,3,Si,4,Developer,Full-Time,25000,1487,Neto,100,,".NET, C#, HTML, PHP, VB *",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Uno,7,No,No cambie de empresa,Clases de idiomas
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,6,4,No,0,Developer,Full-Time,25000,1487,Neto,100,,"Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,25,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Santa Fe,5,5,No,0,Developer,Full-Time,25000,1487,Neto,100,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Provincia de Buenos Aires,1,1,Si,3,Developer,Full-Time,25000,1487,Bruto,100,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Clases de idiomas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,6,3,No,0,Developer,Full-Time,25000,1487,Neto,500,,Java,,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,3,No,0,Developer,Full-Time,25000,1487,Bruto,1000,,".NET, C#, CSS, HTML, Javascript",,,,,No,0,Bruto,1,1,No,No recibo bono,Uno,20,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Guarderia, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,2,No,0,Developer,Full-Time,25000,1487,Neto,1001,,"Java, Swift",,,,,"Si, pasiva",1200,Neto,2,2,Un sueldo,Performance de la compania,Mas de dos,5,No,No cambie de empresa,"Aumento por inflacion, Guarderia, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Rio Negro,10+,2,No,0,Developer,Full-Time,25000,1487,Neto,1001,,"HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,3,3,No,...,Uno,20,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,5,Si,5,Developer,Full-Time,25000,1487,Bruto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,"Si, pasiva",0,Bruto,2,2,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,4,Si,2,Developer,Full-Time,25000,1487,Neto,10,,".NET, C#, CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Bruto,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,7,2,Si,2,Developer,Full-Time,25000,1487,Neto,10,,Java,,,,,No,0,Neto,3,2,No,No recibo bono,Dos,18,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,9,1,No,0,Developer,Full-Time,24800,1475,Neto,200,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Bonos por desempeno, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,4,2,No,0,Developer,Full-Time,24600,1463,Bruto,200,,Java,,,,,No,0,Neto,2,1,No,No recibo bono,Uno,5,No,No cambie de empresa,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Masajes"
Hombre,31 - 33,Cordoba,5,1,No,0,Developer,Full-Time,24500,1457,Neto,1000,,".NET, C#, CSS, HTML, Javascript, jQuery, NodeJS, Angular",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,No,0,Si,Desafios profesionales,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,4,No,0,Developer,Full-Time,24000,1427,Neto,1001,,C++,,,,,No,0,Porcentaje de mi sueldo,3,2,Menos de un sueldo,gremio,Uno,35,No,No cambie de empresa,"Aumento por inflacion, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,6,1,Si,2,Developer,Full-Time,24000,1427,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP, Python",,,,,No,0,Bruto,3,2,No,Performance de la compania,No,0,No,Desafios profesionales,Ninguna de las anteriores
Hombre,31 - 33,Mendoza,2,Menos de un ano,No,0,Developer,Full-Time,24000,1427,Neto,10,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Bruto,4,4,No,No recibo bono,No,0,Si,Mayor comodidad,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,GBA,10+,10+,No,0,Developer,Full-Time,23600,1403,Neto,100,,".NET, C++, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,7,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,3,Menos de un ano,No,0,Developer,Full-Time,23500,1397,Bruto,100,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,30,Si,Desafios profesionales,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Cordoba,3,3,No,0,Developer,Full-Time,23400,1392,Neto,100,,Instant link,,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,1,No,0,Developer,Full-Time,23390,1391,Neto,100,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Dos,40,No,No cambie de empresa,"Aumento por inflacion, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Viajes al exterior, Viaticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,4,Si,4,Developer,Freelance,23000,1368,Bruto,100,,"Assembler, C, C++, Go, HTML, Java, Javascript, jQuery, NodeJS, Python, Rust",,,,,No,0,Neto,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Comidas pagas/subvencionadas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,6,No,0,Developer,Full-Time,23000,1368,Neto,1001,,".NET, C, C++, C#, CSS, HTML, Javascript, jQuery, VB *",,,,,"Si, pasiva",0,Neto,2,2,Menos de un sueldo,Performance individual,Dos,24,No,Salario,"Bonos por desempeno, Capacitaciones y/o cursos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,3,Menos de un ano,No,0,Developer,Full-Time,22850,1359,Neto,100,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Bruto,3,3,No,Performance de la compania,Uno,10,Si,Mal clima laboral y mal trato,"Aumento por inflacion, Descuentos en gimnasios, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Mendoza,4,4,No,0,Developer,Full-Time,22000,1308,Neto,100,,Java,,,,,No,0,Neto,2,2,No,No recibo bono,Dos,17,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,4,No,0,Developer,Remoto (empresa de otro pais),22000,1308,Neto,100,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,31 - 33,Cordoba,5,2,No,0,Developer,Tercerizado (trabajo a traves de consultora o agencia),22000,1308,Neto,200,,PL SQL - Oracle,,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,18,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Developer,Full-Time,22000,1308,Neto,500,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Clases de idiomas, Descuentos en gimnasios"
Hombre,31 - 33,GBA,10+,2,No,0,Developer,Full-Time,22000,1308,Neto,500,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Neto,3,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Santa Fe,6,6,No,0,Developer,Full-Time,22000,1308,Neto,1001,,"CSS, HTML, Javascript, jQuery, Python",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,22,No,No cambie de empresa,Horarios flexibles
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,6,3,No,0,Developer,Part-Time,22000,1308,Neto,10,,".NET, C++, C#, CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,4,No,0,Developer,Full-Time,21500,1279,Neto,500,,".NET, C++, C#, Java, Javascript, PHP, Python, VB *",,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Misiones,7,2,No,0,Developer,Full-Time,21500,1279,Neto,1001,,Java,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Mas de dos,24,No,No cambie de empresa,Aumento por inflacion
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,2,2,No,0,Developer,Full-Time,21000,1249,Neto,100,,".NET, C#, HTML, Javascript, NodeJS",,,,,No,0,Neto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Laptop
Hombre,31 - 33,Salta,5,5,No,0,Developer,Full-Time,21000,1249,Neto,100,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Bruto,3,2,No,No recibo bono,Uno,16,No,No cambie de empresa,"Horarios flexibles, Viaticos"
Hombre,31 - 33,Mendoza,3,1,No,0,Developer,Full-Time,21000,1249,Bruto,500,,"HTML, Java, Javascript, jQuery, NodeJS, PHP, Python",,,,,No,0,Bruto,2,1,No,No recibo bono,Uno,17,Si,Desafios profesionales,"Capacitaciones y/o cursos, Viajes al exterior, Viaticos"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,2,No,0,Developer,Full-Time,20000,1189,Neto,100,,".NET, NodeJS, SQL",,,,,No,0,Neto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Laptop"
Hombre,31 - 33,Cordoba,6,2,No,0,Developer,Full-Time,20000,1189,Neto,100,,"HTML, Java, Javascript, jQuery, PHP",,,,,"Si, pasiva",0,Neto,1,2,Un sueldo,Performance de la compania,Dos,10,No,Desafios profesionales,"Comidas pagas/subvencionadas, Cuota para universidad, Horarios flexibles"
Hombre,31 - 33,Jujuy,5,5,No,0,Developer,Full-Time,20000,1189,Bruto,100,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Jujuy,6,6,Si,1,Developer,Full-Time,20000,1189,Neto,100,,"HTML, Java, Javascript, jQuery, NodeJS",,,,,"Si, pasiva",0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Bonos por desempeno, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Jujuy,6,6,No,0,Developer,Full-Time,20000,1189,Bruto,100,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Full-Time,20000,1189,Neto,10,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Dos,10,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Cordoba,5,5,No,0,Developer,Freelance,20000,1189,Bruto,10,,"CSS, HTML, Java, Javascript, jQuery, PHP",,,,,"Si, pasiva",1000,Bruto,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Capacitaciones y/o cursos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Cordoba,9,7,No,0,Developer,Freelance,20000,1189,Bruto,10,,"CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,2,4,No,No recibo bono,Uno,30,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Developer,Full-Time,19655,1169,Neto,100,,LN4,,,,,No,0,Neto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa), Flexibilidad horaria"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Developer,Full-Time,19600,1165,Neto,100,,"HTML, Javascript, Meta4",,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,4,No,0,Developer,Full-Time,19000,1130,Neto,100,,"CSS, HTML, Java, Javascript, jQuery, PHP",,,,,No,0,Neto,3,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Aumento por inflacion, Clases de idiomas"
Hombre,31 - 33,Misiones,6,6,No,0,Developer,Full-Time,19000,1130,Neto,1001,,"HTML, Javascript, jQuery, PHP",,,,,"Si, activa",0,Porcentaje de mi sueldo,3,2,Un sueldo,Bonos de fin de ano,Uno,18,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,5,5,No,0,Developer,Full-Time,18500,1100,Bruto,10,,"HTML, Javascript, jQuery, PHP",,,,,No,0,Bruto,2,2,Menos de un sueldo,Mix de las anteriores,Uno,10,No,No cambie de empresa,"Bonos por desempeno, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Provincia de Buenos Aires,7,1,No,0,Developer,Full-Time,18200,1082,Neto,200,,"CSS, HTML, Javascript, jQuery, PHP, cakephp, sass, html5, datatables",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,Uno,15,No,No cambie de empresa,Aumento por inflacion
Hombre,31 - 33,Jujuy,3,2,No,0,Developer,Full-Time,18000,1070,Neto,100,,"Java, Javascript, jQuery, NodeJS, Grails, Ionic",,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Clases de idiomas, Horarios flexibles, Laptop, Viaticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Full-Time,18000,1070,Bruto,500,,"CSS, HTML, Java, Javascript",,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,1,1,No,0,Developer,Full-Time,18000,1070,Neto,10,,Java,,,,,No,0,Neto,3,2,No,No recibo bono,Uno,10,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,5,2,No,0,Developer,Freelance,18000,1070,Bruto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,5,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,10+,3,No,0,Developer,Full-Time,18000,1070,Neto,10,,"CSS, HTML, Javascript, jQuery, Python",,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Laptop
Hombre,31 - 33,Provincia de Buenos Aires,6,4,No,0,Developer,Full-Time,17500,1041,Neto,200,,Java,,,,,No,0,Bruto,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Guarderia, Horarios flexibles, Playroom"
