Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Enero 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,41 - 45,GBA,10+,Menos de un ano,No,0,SysAdmin / DevOps,Full-Time,38000,2260,Bruto,1001,"Windows, VMWare",Powershell,,,,,"Si, pasiva",0,Bruto,3,2,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas"
Hombre,41 - 45,Provincia de Buenos Aires,10+,Menos de un ano,No,0,SysAdmin / DevOps,Full-Time,37000,2201,Bruto,500,"*BSD, Linux, Solaris, Amazon Web Services, Docker / Containers",C,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,Si,Salario,"Aumento por inflacion, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), WFH (Trabajar desde casa)"
Hombre,41 - 45,Neuquen,10+,7,Si,3,SysAdmin / DevOps,Full-Time,35000,2082,Neto,100,"Linux, Windows, Azure, VMWare",Python,,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Mix de las anteriores,Uno,10,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,9,Si,7,SysAdmin / DevOps,Full-Time,35000,2082,Neto,200,"Linux, Docker / Containers","Java, PHP, Python, Ruby",,,,,No,0,Neto,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Full-Time,35000,2082,Neto,1001,"*BSD, Linux, Solaris, Docker / Containers","C, CSS, HTML, Java, Javascript, NodeJS, PHP, Python",,,,,"Si, activa",0,Neto,2,2,Un sueldo,Performance grupal,Dos,20,No,No cambie de empresa,"Bonos por desempeno, Clases de idiomas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,41 - 45,Mendoza,10+,10+,Si,6,SysAdmin / DevOps,Full-Time,34000,2022,Neto,1001,"*BSD, Linux, Windows, Docker / Containers, kvm y ceph",Ruby,,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,17,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viaticos, WFH (Trabajar desde casa)"
Hombre,41 - 45,Salta,10+,4,Si,2,SysAdmin / DevOps,Full-Time,32500,1933,Bruto,200,"Linux, Windows",".NET, FOX",,,,,"Si, pasiva",0,Bruto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Laptop"
Hombre,41 - 45,GBA,10+,10+,No,0,SysAdmin / DevOps,Full-Time,32500,1933,Bruto,1001,IBM i,"Agreguen ""Ninguna""",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,3,Si,5,SysAdmin / DevOps,Full-Time,32000,1903,Neto,100,"Linux, Windows, Docker / Containers, VMWare, Solusvm, Proxmox, Plesk, Cpanel","HTML, PHP",,,,,"Si, pasiva",2000,Bruto,3,3,Menos de un sueldo,Guardias extraordinarias ante evento,Uno,10,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Freelance,32000,1903,Bruto,200,"*BSD, Linux, Windows, proxmox","CSS, HTML, Java, Javascript, Python, VB *",,,,,"Si, pasiva",0,Neto,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa), Ninguna de las anteriores"
Hombre,41 - 45,GBA,10+,10+,No,0,SysAdmin / DevOps,Full-Time,32000,1903,Neto,500,"Windows, VMWare",No aplica,,,,,"Si, pasiva",0,Bruto,2,1,No,No recibo bono,Uno,20,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,7,No,0,SysAdmin / DevOps,Full-Time,32000,1903,Bruto,1001,"Linux, Docker / Containers, GCP","Python, Ruby",,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41 - 45,Rio Negro,9,5,Si,1,SysAdmin / DevOps,Full-Time,31000,1844,Neto,200,"Linux, Windows","Perl, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,2,1,No,No recibo bono,Uno,11,No,No cambie de empresa,"Capacitaciones y/o cursos, Laptop, Viaticos"
Hombre,41 - 45,Cordoba,10+,2,Si,1,SysAdmin / DevOps,Full-Time,30187,1795,Neto,100,"Linux, Windows, VMWare","C, C++, CSS, HTML, Javascript, Python",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,16.68,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Horarios flexibles, Laptop, Viajes al exterior"
Hombre,41 - 45,Mendoza,10+,10+,Si,3,SysAdmin / DevOps,Full-Time,30000,1784,Neto,100,"Linux, Docker / Containers","C, CSS, HTML, Javascript, PHP, Python",,,,,No,0,Neto,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,Si,3,SysAdmin / DevOps,Full-Time,30000,1784,Neto,500,Windows,".NET, PHP",,,,,No,0,Neto,4,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Obra Social"
Hombre,41 - 45,Mendoza,10+,3,Si,5,SysAdmin / DevOps,Full-Time,30000,1784,Neto,500,"Linux, Windows, Docker / Containers, VMWare","C, C++, CSS, HTML, Java, Javascript, PHP, VB *",,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Performance de la compania,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
Hombre,41 - 45,Provincia de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Full-Time,30000,1784,Neto,1001,Windows,C#,,,,,No,0,Porcentaje de mi sueldo,3,1,Menos de un sueldo,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles
Hombre,41 - 45,Santa Fe,10+,2,Si,4,SysAdmin / DevOps,Full-Time,29000,1725,Neto,500,"Linux, Windows, Azure, VMWare","HTML, Java, Javascript, PHP",,,,,"Si, activa",0,Bruto,2,2,Menos de un sueldo,Mix de las anteriores,Mas de dos,25,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop, Viaticos"
Hombre,41 - 45,GBA,10+,9,Si,8,SysAdmin / DevOps,Full-Time,29000,1725,Neto,1001,"Linux, Windows, VMWare",".NET, HTML, Perl, PHP, VB *",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,25,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,6,No,0,SysAdmin / DevOps,Tercerizado (trabajo a traves de consultora o agencia),27000,1606,Neto,500,"Windows, VMWare",Powershell,,,,,"Si, pasiva",0,Bruto,2,3,No,No recibo bono,Dos,23,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop, Snacks, golosinas, bebidas"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,No,0,SysAdmin / DevOps,Tercerizado (trabajo a traves de consultora o agencia),26000,1546,Bruto,1000,"Linux, Solaris, Windows, VMWare","Perl, PHP",,,,,"Si, pasiva",0,Neto,1,1,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion
Hombre,41 - 45,Mendoza,10+,5,No,0,SysAdmin / DevOps,Full-Time,25000,1487,Neto,1000,"*BSD, Linux, Windows, Amazon Web Services, Docker / Containers, VMWare, SCO, DBA","HTML, Java, jQuery, PHP, Python, Ruby, SQL",,,,,"Si, pasiva",0,Neto,3,3,Menos de un sueldo,Performance grupal,Dos,17,No,Desafios profesionales,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viaticos"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,No,0,SysAdmin / DevOps,Full-Time,24000,1427,Bruto,1001,Windows,.NET,,,,,No,0,Bruto,2,2,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Guarderia, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,Tucuman,10+,4,No,0,SysAdmin / DevOps,Full-Time,23000,1368,Bruto,200,"Linux, Windows, Azure","C, C++",,,,,"Si, activa",2500,Bruto,2,1,Un sueldo,Performance de la compania,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios"
Hombre,41 - 45,Jujuy,10+,5,No,0,SysAdmin / DevOps,Full-Time,22000,1308,Neto,100,"*BSD, AIX, HP-UX, Linux, Solaris, Windows, Amazon Web Services, Azure, Docker / Containers, OpenStack, VMWare",".NET, ActionScript, C, C++, C#, Java, NodeJS, Perl, Ruby, Swift, VB *",,,,,No,0,Neto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Full-Time,22000,1308,Neto,100,"Linux, Windows, VMWare","Perl, PHP",,,,,"Si, pasiva",1000,Neto,1,2,No,No recibo bono,Dos,10,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,7,Si,3,SysAdmin / DevOps,Full-Time,20000,1189,Bruto,10,"AIX, Linux, Windows, VMWare","C, PHP",,,,,No,0,Bruto,2,2,No,No recibo bono,Dos,15,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Horarios flexibles"
Hombre,41 - 45,Cordoba,10+,8,No,0,SysAdmin / DevOps,Full-Time,18000,1070,Bruto,500,"Linux, Windows","HTML, Javascript, jQuery, PHP",,,,,No,0,Bruto,1,1,No,No recibo bono,Uno,0,No,No cambie de empresa,Laptop
Hombre,41 - 45,Cordoba,10+,10+,No,0,SysAdmin / DevOps,Freelance,15200,904,Bruto,10,Linux,"C, Perl",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,12.5,Si,Los clientes empiezan a fundirse,WFH (Trabajar desde casa)
Hombre,41 - 45,Corrientes,10+,10+,No,0,SysAdmin / DevOps,Part-Time,8000,475,Neto,100,Analista mayor,Analista mayor,,,,,No,0,Neto,1,1,No,Performance de la compania,Dos,5,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Sueldo divido en dos pagos por mes"
Mujer,41 - 45,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,SysAdmin / DevOps,Full-Time,32000,1903,Neto,1001,"Windows, Unix",Unix,,,,,No,0,Bruto,3,3,Menos de un sueldo,Performance grupal,No,0,Si,Desafios profesionales,"Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viaticos"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Full-Time,97000,5770,Bruto,1001,"Linux, Windows, Amazon Web Services, OpenStack, VMWare","Python, Scala, Bash",,,,,"Si, pasiva",0,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,15,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,7,Si,13,SysAdmin / DevOps,Full-Time,95000,5651,Bruto,1001,"AIX, Linux, Windows","ABAP, C, Java, Perl",,,,,"Si, pasiva",10,Porcentaje de mi sueldo,3,2,Un sueldo,Mix de las anteriores,Dos,15,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,No,0,SysAdmin / DevOps,Full-Time,70000,4164,Bruto,500,"Linux, Windows, VMWare",0,,,,,"Si, pasiva",0,Bruto,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,30,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,SysAdmin / DevOps,Full-Time,70000,4164,Neto,1001,"AIX, Linux, Solaris",Python,,,,,"Si, pasiva",8000,Neto,4,4,De uno a tres sueldos,Mix de las anteriores,No,0,Si,Salario,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guarderia, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viaticos, WFH (Trabajar desde casa)"
Hombre,37 - 40,GBA,10+,6,No,0,SysAdmin / DevOps,Full-Time,70000,4164,Bruto,10,"Linux, Windows, Amazon Web Services, Azure, VMWare, Mulesoft","Java, Perl, Python",,,,,"Si, pasiva",0,Neto,4,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,No,0,SysAdmin / DevOps,Full-Time,69000,4104,Bruto,1000,"Linux, Amazon Web Services, Docker / Containers","Go, Java, NodeJS, Python",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,1,2,De uno a tres sueldos,Performance individual,Uno,12,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viaticos"
Hombre,37 - 40,Entre Rios,5,3,No,0,SysAdmin / DevOps,Full-Time,68500,4074,Neto,100,"*BSD, Linux, Windows, Docker / Containers, VMWare",".NET, ActionScript, C++, HTML, Javascript, Python, VB *",,,,,No,0,Bruto,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,6,Si,2,SysAdmin / DevOps,Full-Time,65000,3866,Bruto,100,"Linux, Windows, Amazon Web Services, Docker / Containers, VMWare","Go, Java, Python",,,,,No,0,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,14,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,6,Si,1,SysAdmin / DevOps,Full-Time,60000,3569,Neto,10,"Windows, Azure, VMWare","HTML, VB *",,,,,No,0,Neto,4,3,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Mendoza,10+,5,Si,4,SysAdmin / DevOps,Full-Time,55000,3271,Neto,500,"Linux, Windows, VMWare",".NET, C++, C#, HTML, jQuery, Python, VB *",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Uno,30,No,No cambie de empresa,"Aumento por inflacion, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,No,0,SysAdmin / DevOps,Full-Time,53000,3152,Bruto,1001,"Linux, Windows, Amazon Web Services, Azure",".NET, Python, Powershell",,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Performance individual,Uno,10,No,No cambie de empresa,"Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,3,No,0,SysAdmin / DevOps,Full-Time,52000,3093,Bruto,1001,"AIX, Linux, Amazon Web Services, Docker / Containers, OpenStack",Python,,,,,"Si, pasiva",0,Bruto,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Comidas pagas/subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,3,No,0,SysAdmin / DevOps,Full-Time,52000,3093,Bruto,1001,"AIX, Linux, VMWare","Python, bash",,,,,"Si, pasiva",0,Bruto,3,3,No,No recibo bono,Dos,17,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Comidas pagas/subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,SysAdmin / DevOps,Full-Time,50000,2974,Bruto,500,"Linux, Docker / Containers, VMWare","Java, Python",,,,,No,0,Bruto,2,1,Un sueldo,Mix de las anteriores,Uno,15,Si,Desafios profesionales,"Bonos por desempeno, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,9,No,0,SysAdmin / DevOps,Full-Time,48000,2855,Bruto,1001,"AIX, Linux, Solaris, Docker / Containers, OpenStack","CSS, Javascript, Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Performance de la compania,Uno,8,No,No cambie de empresa,Laptop
Hombre,37 - 40,GBA,10+,3,No,0,SysAdmin / DevOps,Full-Time,48000,2855,Bruto,1001,"Windows, Azure",Powershell,,,,,No,0,Bruto,4,3,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,No,0,SysAdmin / DevOps,Tercerizado (trabajo a traves de consultora o agencia),45213,2689,Bruto,1000,"Linux, Windows, Docker / Containers, VMWare","Java, Perl, Python",,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,28.9,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Laptop"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,Si,7,SysAdmin / DevOps,Full-Time,45000,2676,Neto,500,"Linux, Amazon Web Services, Docker / Containers","HTML, Javascript, PHP, Python",,,,,"Si, activa",0,Neto,3,3,No,No recibo bono,Uno,10,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Full-Time,45000,2676,Bruto,1000,"Linux, Docker / Containers, VMWare","HTML, Java, Javascript, PHP",,,,,"Si, pasiva",400,Neto,2,1,Un sueldo,Performance de la compania,Uno,19,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,Si,3,SysAdmin / DevOps,Full-Time,44000,2617,Neto,200,"Linux, Windows, Amazon Web Services, Azure, VMWare","Java, Javascript, PHP",,,,,"Si, pasiva",0,Neto,3,3,Un sueldo,Performance individual,Dos,24,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,No,0,SysAdmin / DevOps,Full-Time,43000,2558,Bruto,500,"HP-UX, Linux, Solaris, Azure, Docker / Containers, VMWare","HTML, Javascript, PHP, Python, Ruby",,,,,"Si, pasiva",6.25,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Performance individual,Dos,18,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Full-Time,43000,2558,Bruto,1001,"Linux, Solaris",Shell script,,,,,No,0,Bruto,3,2,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,"Horarios flexibles, Viaticos"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Full-Time,42600,2534,Neto,500,"Linux, Windows, Azure, Docker / Containers","PHP, Python",,,,,No,0,Neto,3,2,No,No recibo bono,Uno,16,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,Full-Time,42000,2498,Bruto,500,"Linux, Windows","HTML, PHP",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Cordoba,10+,8,No,0,SysAdmin / DevOps,Full-Time,42000,2498,Bruto,1000,"AIX, Linux",Python,,,,,"Si, pasiva",15,Bruto,4,3,Menos de un sueldo,Performance de la compania,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,No,0,SysAdmin / DevOps,Full-Time,42000,2498,Bruto,1001,"Linux, Windows, Docker / Containers",".NET, C#, HTML, Javascript, jQuery, PHP",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,4,3,De uno a tres sueldos,Mix de las anteriores,Dos,7,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,6,Si,4,SysAdmin / DevOps,Full-Time,41000,2439,Neto,100,"Linux, Windows, VMWare","HTML, Perl, PHP",,,,,"Si, pasiva",4500,Neto,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,SysAdmin / DevOps,Full-Time,40000,2379,Bruto,100,"Linux, Windows, Docker / Containers, VMWare","PHP, Python",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,1,No,No recibo bono,No,0,Si,Salario,Ninguna de las anteriores
Hombre,37 - 40,Santa Fe,10+,4,No,0,SysAdmin / DevOps,Full-Time,40000,2379,Neto,100,"Linux, Amazon Web Services, Docker / Containers","Perl, Python",,,,,"Si, pasiva",10,Porcentaje de mi sueldo,3,3,Un sueldo,Mix de las anteriores,Uno,12,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,Si,1,SysAdmin / DevOps,Full-Time,40000,2379,Neto,100,"Windows, G Suite",Ninguna,,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,10,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,37 - 40,Jujuy,10+,6,No,0,SysAdmin / DevOps,Remoto (empresa de otro pais),40000,2379,Bruto,100,"*BSD, Linux, Windows, Amazon Web Services, Azure, Docker / Containers, OpenStack, VMWare","Go, NodeJS, PHP, Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,20,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,37 - 40,Salta,10+,Menos de un ano,No,0,SysAdmin / DevOps,Full-Time,40000,2379,Neto,200,Windows,".NET, C#, Javascript",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Uno,10,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,8,Si,4,SysAdmin / DevOps,Full-Time,40000,2379,Neto,1001,"*BSD, AIX, HP-UX, Linux, Solaris","ABAP, C, C++, C#, Java, Perl, PHP, Python",,,,,"Si, pasiva",1400,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Dos,18,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, Viajes al exterior"
